Document Date,Object type,Object,Cost Element,Document Number,Val/COArea Crcy,CO area currency,Value TranCurr,Transaction Currency,Purchasing Document,Purchase order text,Project Definition,WBS Element,Partner object,Partner object type,Posting Date,Created on,User Name,Reversal document,Ref.document type,Ref Document Number,Document type,Value Type,Name,Trading Partner,Functional Area,CO object name,Object type,Partner object type,Cost element name,Cost element descr.,Offsetting acct no.,Offsetting account type,Total Quantity,Total quantity,Personnel Number,Name of employee or applicant,Description,Business Transaction,Document Header Text,Ref. company code,Original bus. trans,Item,Business Area,Company Code,Partner Object Class,FI Posting Item,CO partner object name,Partner-CCtr,Source Object,Source object name,Origin-obj. type,Source object type,Name of offsetting account,Name of offsetting account,Material Description,Material
11/10/2017,WBS,136176-12-11-1360,60100012,226835515,32,USD,32,USD,4501299374,"WASHER,FLAT,3/8"" USS Z/P",136176,136176-12-11-1360,,,11/10/2017,11/10/2017,BTC_USER,,R,5100021700,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,3200.00,3200.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098805,GR01,RMRP,5,5000,GR01,,6,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"WASHER,FLAT,3/8"" USS Z/P",276326262
11/10/2017,WBS,136176-12-11-1360,60100012,226835515,103.35,USD,103.35,USD,4501299374,"NUT,LOCK,3/8-16 LARGE FLANGED W/SERRATIO",136176,136176-12-11-1360,,,11/10/2017,11/10/2017,BTC_USER,,R,5100021700,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,3900.00,3900.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098805,GR01,RMRP,4,5000,GR01,,5,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"NUT,LOCK,3/8-16 LARGE FLANGED W/SERRATIO",237201250
11/10/2017,WBS,136176-12-11-1360,60100012,226835515,190.8,USD,190.8,USD,4501299374,"FENDER WASHER M8, FIN. Z P",136176,136176-12-11-1360,,,11/10/2017,11/10/2017,BTC_USER,,R,5100021700,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,7200.00,7200.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098805,GR01,RMRP,2,5000,GR01,,3,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"FENDER WASHER M8, FIN. Z P",METR530790
11/10/2017,WBS,136176-12-11-1360,60100012,226835515,277.92,USD,277.92,USD,4501299374,HEX SOCKET BUTTON HEAD CAP SCREW M8X25,136176,136176-12-11-1360,,,11/10/2017,11/10/2017,BTC_USER,,R,5100021700,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,3600.00,3600.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098805,GR01,RMRP,3,5000,GR01,,4,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,HEX SOCKET BUTTON HEAD CAP SCREW M8X25,METR563176
11/10/2017,WBS,136176-12-11-1360,60100012,226835515,54.36,USD,54.36,USD,4501299374,"PUSH NUT, M8, ZP",136176,136176-12-11-1360,,,11/10/2017,11/10/2017,BTC_USER,,R,5100021700,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,3600.00,3600.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098805,GR01,RMRP,1,5000,GR01,,2,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"PUSH NUT, M8, ZP",237991821
11/9/2017,NWA,N136176-07 7300,60200003,226894167,"13,753.26",USD,"13,753.26",USD,4501305363,Open Order for Elec.Supp.Job #136176-E,136176,136176-12-06-07,,,11/29/2017,11/29/2017,CAHOONLA,,R,5100029700,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Project matl consump,Consumption of project material and supl,88532,K,0.00,13753.26,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,CED,CED,,
11/9/2017,WBS,136176-12-10-1010,60100014,226829520,22.27,USD,22.27,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113662,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Raw matls consumed,Raw materials consumed,20200001,M,64.00,64.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - Raw mat.,Inventory - Raw material,CAP ADJ 1.9 IDLER ROLLER (NN),C605200000
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,10.64,USD,10.64,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,4,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,460 FILLER SIDE PLATE DOUBLE SNUBBER,C883200000
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,10.1,USD,10.1,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,6,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,460 FILLER PLATE NOSE-OVER,C883800000
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,7.38,USD,7.38,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,8,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,460 DEFLECTOR PLATE 10X12 1/2,C884300000
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,22.5,USD,22.5,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,3.00,3.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,16,,,,,,,Inventory - FG,Inventory - Finished Goods,460 DUST COVER 24 X 21 DRIVE BED,J02799116A
11/9/2017,WBS,136176-12-10-1010,69610014,226829522,"1,171.26",USD,"1,171.26",USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113664,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,54.00,54.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,10,,,,,,,Inventory - FG,Inventory - Finished Goods,460 DUST COVER 24 x  72 INTERM BEDS,J02799111A
11/9/2017,WBS,136176-12-10-1010,69610014,226829522,36.94,USD,36.94,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113664,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,6,,,,,,,Inventory - FG,Inventory - Finished Goods,460 DUST COVER 24 X  60 INTERM & DR BEDS,J02799104A
11/9/2017,WBS,136176-12-10-1010,69610014,226829522,21.88,USD,21.88,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113664,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,8,,,,,,,Inventory - FG,Inventory - Finished Goods,460 DUST COVER 24 X  72 INTERM & DR BEDS,J02799105A
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,771.2,USD,771.2,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,5.00,5.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,14,,,,,,,Inventory - FG,Inventory - Finished Goods,"460 SB24 12'0"" W/3 G16HQ IDLERS",J027990ALA
11/9/2017,WBS,136176-12-10-1010,69610014,226829522,"4,164.48",USD,"4,164.48",USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113664,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,27.00,27.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,4,,,,,,,Inventory - FG,Inventory - Finished Goods,"460 SB24 12'0"" W/3 G16HQ IDLERS",J027990ALA
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,97.04,USD,97.04,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,12,,,,,,,Inventory - FG,Inventory - Finished Goods,"460 SB24  6'0"" W/2 G16HQ IDLERS",J027990AEA
11/9/2017,WBS,136176-12-10-1010,69610014,226829522,97.04,USD,97.04,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113664,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - FG,Inventory - Finished Goods,"460 SB24  6'0"" W/2 G16HQ IDLERS",J027990AEA
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,573.39,USD,573.39,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,3.00,3.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,18,,,,,,,Inventory - FG,Inventory - Finished Goods,"460 DR BED SB24 12'0"" W/3 SLS SNUBBERS",J027993ADA
11/9/2017,WBS,136176-12-10-1010,69610014,226829522,382.26,USD,382.26,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113664,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,12,,,,,,,Inventory - FG,Inventory - Finished Goods,"460 DR BED SB24 12'0"" W/3 SLS SNUBBERS",J027993ADA
11/9/2017,WBS,136176-12-10-1010,69610014,226829523,30.92,USD,30.92,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113665,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,GUARD,K00627730B
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,53.43,USD,53.43,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,20,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,GUARD,K00627730C
11/9/2017,WBS,136176-12-10-1010,69610014,226829520,504.16,USD,504.16,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113662,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,184.00,184.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,4,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,9265 SPLICE PLATE,K00793610A98
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,48.58,USD,48.58,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - FG,Inventory - Finished Goods,3500 SUPPORT R1400  586cc 1321-1778 ADJ,A5036E245298
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,119.28,USD,119.28,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,42.00,42.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,22,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,"RLR 1.9G16HQ PAX 0GRV 15-5/16, 17-1/4",S348115960
11/9/2017,WBS,136176-12-10-1010,69610014,226829523,136.32,USD,136.32,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113665,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,48.00,48.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,8,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,"RLR 1.9G16HQ PAX 0GRV 15-5/16, 17-1/4",S348115960
11/9/2017,WBS,136176-12-10-1010,69610014,226829523,30.96,USD,30.96,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113665,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,4.00,4.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,6,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,RMCS SNUBBER BOTTOM GUARD- 19    (MTO15),K04071801D
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,763.59,USD,763.59,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,10,,,,,,,Inventory - FG,Inventory - Finished Goods,DBL SNUBBER ASSY 05-20DEG (SLSS) LOW PRO,J004214ABA98
11/9/2017,WBS,136176-12-10-1010,69610014,226829519,410.49,USD,410.49,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113661,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - FG,Inventory - Finished Goods,RMCS FIRE DOOR BREAK-AWAY ROLLER,J032407AFA98
11/9/2017,WBS,136176-12-10-1010,69610014,226829523,"1,521.94",USD,"1,521.94",USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113665,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,2.00,2.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,10,,,,,,,Inventory - FG,Inventory - Finished Goods,"HTU W/4"" DIA SPUN PULLEY 18""W (SHSS)",S52521418198
11/9/2017,WBS,136176-12-10-1010,69610014,226829523,154.56,USD,154.56,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113665,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,8.00,8.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,4,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,"GMCS SQUARING PLATE (19.00"")",K04051601A
11/9/2017,WBS,136176-12-10-1010,69610014,226829521,146.26,USD,146.26,USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113663,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,24,,,,,,,Inventory - FG,Inventory - Finished Goods,460 NOSE OVER 5DEG-20DEG   24W W/HDWE,S88400024098
11/9/2017,WBS,136176-12-10-1010,69610014,226829518,"3,616.59",USD,"3,616.59",USD,,,136176,136176-12-10-1010,,,11/9/2017,11/9/2017,PLANTZCE,,R,4902113660,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - FG,Inventory - Finished Goods,2311 FSLI FIRE DOOR LH 36 DUAL WALL EXT,H000990AAB98
11/9/2017,NWA,N136176-11 4020,60100006,226857033,420.94,USD,420.94,USD,,,136176,136176-12-11-1360,,,11/17/2017,11/17/2017,BORGESVL,,R,5100025599,RE,4,,0,7010,Outbound,Network activity,,Freight,Freight,46284,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,0,5000,GR01,,3,,,,,,,"Air Components, Inc.","Air Components, Inc.",,
11/9/2017,NWA,N136176-11 4020,60100012,226857033,"8,589.00",USD,"8,589.00",USD,4501283976,KAESER SX-5 AIR COMPRESSOR,136176,136176-12-11-1360,,,11/17/2017,11/17/2017,BORGESVL,,R,5100025599,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,46284,K,0.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,"Air Components, Inc.","Air Components, Inc.",,
11/9/2017,NWA,N136176-02 2000 2050,92771013,918753245,536,USD,536,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,11/9/2017,11/9/2017,GS3_USER,,R,37659576,,4,,,7010,SW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,11924,Sudheimer Jared,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
11/9/2017,NWA,N136176-02 2000 2050,92771013,918753246,536,USD,536,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,11/9/2017,11/9/2017,GS3_USER,,R,37659576,,4,,,7010,SW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,11924,Sudheimer Jared,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
11/9/2017,NWA,N136176-02 2000 2050,92771013,918753247,536,USD,536,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,11/9/2017,11/9/2017,GS3_USER,,R,37659576,,4,,,7010,SW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,11924,Sudheimer Jared,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
11/9/2017,NWA,N136176-02 2000 2050,92771013,918753248,536,USD,536,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,11/9/2017,11/9/2017,GS3_USER,,R,37659576,,4,,,7010,SW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,11924,Sudheimer Jared,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,1.72,USD,1.72,USD,4501299802,"NUT,LOCK,1/4-20 LARGE FLANGED W/SERRATIO",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,100.00,100.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,5,5000,GR01,,6,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"NUT,1/4-20 LARGE FLANGED WHIZ NUT W/SERR",237201050
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,139.6,USD,139.6,USD,4501299802,CSTS-LOCK WHIZ LG FLG M8 CLASS 8 CODE 01,136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,4000.00,4000.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,1,5000,GR01,,2,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,CSTS-LOCK WHIZ LG FLG M8 CLASS 8 CODE 01,237801851
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,9.63,USD,9.63,USD,4501299802,"NUT,HEX,3/8-16 FINISHED ZP",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,900.00,900.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,3,5000,GR01,,4,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"NUT,HEX,3/8-16 FINISHED ZP",237101251
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,6.21,USD,6.21,USD,4501299802,"CAP SCREW,HEX,5/16-18 X 3/4 GR.2 Z/P",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,300.00,300.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,8,5000,GR01,,9,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"CAP SCREW,HEX,5/16-18 X 3/4 GR.2 Z/P",241111051
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,68.64,USD,68.64,USD,4501299802,"CAP SCREW,HEX,3/8-16 x 3/4 GR.2 ZP",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,2600.00,2600.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,9,5000,GR01,,10,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"CAP SCREW,HEX,3/8-16 x 3/4 GR.2 ZP",241112051
11/9/2017,WBS,136176-12-11-1360,60100012,226832095,67.68,USD,67.68,USD,4501299802,"CAP SCREW,HEX,3/8-16 x 1 GR.2 ZP",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020923,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,2400.00,2400.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098185,GR01,RMRP,10,5000,GR01,,2,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,USE 0241112072,241112071
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,2.37,USD,2.37,USD,4501299802,"WASHER, FLAT 5/16"" USS Z/P",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,300.00,300.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,13,5000,GR01,,13,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"WASHER, FLAT 5/16"" USS Z/P",276325262
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,7.29,USD,7.29,USD,4501299802,"WASHER,LOCK,3/8 SPLIT ZP",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,900.00,900.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,14,5000,GR01,,14,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"WASHER,LOCK,3/8 SPLIT ZP",276425286
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,10,USD,10,USD,4501299802,"CAP SCREW,HEX,1/4-20 X 3/4 GR.2 Z/P",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,800.00,800.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,7,5000,GR01,,8,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"CAP SCREW,HEX,1/4-20 X 3/4 GR.2 Z/P",241110051
11/9/2017,WBS,136176-12-11-1360,60100012,226831542,6.72,USD,6.72,USD,4501299802,"NUT,LOCK,5/16-18 LARGE FLANGED W/SERRATI",136176,136176-12-11-1360,,,11/9/2017,11/9/2017,BTC_USER,,R,5100020778,RE,4,,0,7010,Third Party Material - PS Mechanical,WBS element,,Resale matl consumed,Resale materials consumed,35173,K,300.00,300.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015098145,GR01,RMRP,16,5000,GR01,,16,,,,,,,ALL INTEGRATED SOLUTIONS,ALL INTEGRATED SOLUTIONS,"NUT,LOCK,5/16-18 LARGE FLANGED W/SERRATI",237201153
